goal_id,skill_id,importance_weight
goal_tech_writer,api_documentation,1.0
goal_digital_marketer,digital_marketing_fundamentals,1.0
goal_digital_marketer,seo_fundamentals,1.0
goal_digital_marketer,google_analytics,1.0
goal_digital_marketer,google_ads,1.0
goal_seo_specialist,digital_marketing_fundamentals,1.0
goal_seo_specialist,seo_fundamentals,1.0
goal_seo_specialist,google_analytics,1.0
goal_salesforce_dev,salesforce_basics,1.0
goal_salesforce_dev,salesforce_apex,1.0
goal_erp_consultant,erp_fundamentals,1.0
goal_erp_consultant,sap_basics,1.0
goal_erp_consultant,stakeholder_management,1.0
