course_id,skill_id,skill_weight
course_168,model_monitoring,1.0
course_169,model_monitoring,1.0
course_170,model_monitoring,1.0
course_171,pytorch,1.0
course_172,pytorch,1.0
course_173,pytorch,1.0
course_174,pytorch,1.0
course_175,pytorch,1.0
course_176,llm_applications,1.0
course_177,llm_applications,1.0
course_178,llm_applications,1.0
course_179,llm_applications,1.0
course_180,llm_applications,1.0
course_181,vector_databases,1.0
course_182,vector_databases,1.0
course_183,vector_databases,1.0
course_184,vector_databases,1.0
course_185,vector_databases,1.0
course_186,rag_systems,1.0
course_187,rag_systems,1.0
course_188,rag_systems,1.0
course_189,rag_systems,1.0
course_190,rag_systems,1.0
course_191,model_serving,1.0
course_192,model_serving,1.0
course_193,model_serving,1.0
course_194,model_serving,1.0
course_195,model_serving,1.0
course_196,prompt_engineering,1.0
course_197,prompt_engineering,1.0
course_198,prompt_engineering,1.0
course_199,prompt_engineering,1.0
course_200,prompt_engineering,1.0
course_201,data_pipelines,1.0
course_202,data_pipelines,1.0
course_203,data_pipelines,1.0
course_204,data_pipelines,1.0
course_205,data_pipelines,1.0
course_206,spark_basics,1.0
course_207,spark_basics,1.0
course_208,spark_basics,1.0
course_209,spark_basics,1.0
course_210,spark_basics,1.0
course_211,data_warehousing,1.0
course_212,data_warehousing,1.0
course_213,data_warehousing,1.0
course_214,data_warehousing,1.0
course_215,data_warehousing,1.0
course_216,etl_orchestration,1.0
course_217,etl_orchestration,1.0
course_218,etl_orchestration,1.0
course_219,etl_orchestration,1.0
course_220,etl_orchestration,1.0
course_221,dbt_basics,1.0
course_222,dbt_basics,1.0
course_223,dbt_basics,1.0
course_224,dbt_basics,1.0
course_225,dbt_basics,1.0
course_226,data_governance,1.0
course_227,data_governance,1.0
course_228,data_governance,1.0
course_229,data_governance,1.0
course_230,data_governance,1.0
course_231,javascript_basics,1.0
course_232,javascript_basics,1.0
course_233,javascript_basics,1.0
course_234,javascript_basics,1.0
course_235,javascript_basics,1.0
course_236,typescript_basics,1.0
course_237,typescript_basics,1.0
course_238,typescript_basics,1.0
course_239,typescript_basics,1.0
course_240,typescript_basics,1.0
course_241,react_basics,1.0
course_242,react_basics,1.0
course_243,react_basics,1.0
course_244,react_basics,1.0
course_245,react_basics,1.0
course_246,state_management,1.0
course_247,state_management,1.0
course_248,state_management,1.0
course_249,state_management,1.0
course_250,state_management,1.0
course_251,frontend_testing,1.0
course_252,frontend_testing,1.0
course_253,frontend_testing,1.0
course_254,frontend_testing,1.0
course_255,frontend_testing,1.0
course_256,web_performance,1.0
course_257,web_performance,1.0
course_258,web_performance,1.0
course_259,web_performance,1.0
course_260,web_performance,1.0
course_261,rest_apis,1.0
course_262,rest_apis,1.0
course_263,rest_apis,1.0
course_264,rest_apis,1.0
course_265,rest_apis,1.0
course_266,databases_basics,1.0
course_267,databases_basics,1.0
course_268,databases_basics,1.0
course_269,databases_basics,1.0
course_270,databases_basics,1.0
course_271,backend_frameworks,1.0
course_272,backend_frameworks,1.0
course_273,backend_frameworks,1.0
course_274,backend_frameworks,1.0
course_275,backend_frameworks,1.0
course_276,system_design,1.0
course_277,system_design,1.0
course_278,system_design,1.0
course_279,system_design,1.0
course_280,system_design,1.0
course_281,kubernetes_basics,1.0
course_282,kubernetes_basics,1.0
course_283,kubernetes_basics,1.0
course_284,kubernetes_basics,1.0
course_285,kubernetes_basics,1.0
course_286,cloud_aws_basics,1.0
course_287,cloud_aws_basics,1.0
course_288,cloud_aws_basics,1.0
course_289,cloud_aws_basics,1.0
course_290,cloud_aws_basics,1.0
course_291,gcp_basics,1.0
course_292,gcp_basics,1.0
course_293,gcp_basics,1.0
course_294,gcp_basics,1.0
course_295,gcp_basics,1.0
course_296,azure_basics,1.0
course_297,azure_basics,1.0
course_298,azure_basics,1.0
course_299,azure_basics,1.0
course_300,azure_basics,1.0
course_301,ci_cd_basics,1.0
course_302,ci_cd_basics,1.0
course_303,ci_cd_basics,1.0
course_304,ci_cd_basics,1.0
course_305,ci_cd_basics,1.0
course_306,jenkins_basics,1.0
course_307,jenkins_basics,1.0
course_308,jenkins_basics,1.0
course_309,jenkins_basics,1.0
course_310,jenkins_basics,1.0
course_311,ansible_basics,1.0
course_312,ansible_basics,1.0
course_313,ansible_basics,1.0
course_314,ansible_basics,1.0
course_315,ansible_basics,1.0
course_316,terraform_basics,1.0
course_317,terraform_basics,1.0
course_318,terraform_basics,1.0
course_319,terraform_basics,1.0
course_320,terraform_basics,1.0
course_321,infrastructure_as_code,1.0
course_322,infrastructure_as_code,1.0
course_323,infrastructure_as_code,1.0
course_324,infrastructure_as_code,1.0
course_325,infrastructure_as_code,1.0
course_326,monitoring_observability,1.0
course_327,monitoring_observability,1.0
course_328,monitoring_observability,1.0
course_329,monitoring_observability,1.0
course_330,monitoring_observability,1.0
course_331,prometheus_grafana,1.0
course_332,prometheus_grafana,1.0
course_333,prometheus_grafana,1.0
course_334,prometheus_grafana,1.0
course_335,prometheus_grafana,1.0
course_336,cloud_architecture,1.0
course_337,cloud_architecture,1.0
course_338,cloud_architecture,1.0
course_339,cloud_architecture,1.0
course_340,cloud_architecture,1.0
course_341,multi_cloud,1.0
course_342,multi_cloud,1.0
course_343,multi_cloud,1.0
course_344,multi_cloud,1.0
course_345,multi_cloud,1.0
course_346,release_engineering,1.0
course_347,release_engineering,1.0
course_348,release_engineering,1.0
course_349,release_engineering,1.0
course_350,release_engineering,1.0
course_351,systems_administration,1.0
course_352,systems_administration,1.0
course_353,systems_administration,1.0
course_354,systems_administration,1.0
course_355,systems_administration,1.0
course_356,network_administration,1.0
course_357,network_administration,1.0
course_358,network_administration,1.0
course_359,network_administration,1.0
course_360,network_administration,1.0
course_361,network_security,1.0
course_362,network_security,1.0
course_363,network_security,1.0
course_364,network_security,1.0
course_365,network_security,1.0
course_366,application_security,1.0
course_367,application_security,1.0
course_368,application_security,1.0
course_369,application_security,1.0
course_370,application_security,1.0
course_371,identity_access_management,1.0
course_372,identity_access_management,1.0
course_373,identity_access_management,1.0
course_374,identity_access_management,1.0
course_375,identity_access_management,1.0
course_376,penetration_testing,1.0
course_377,penetration_testing,1.0
course_378,penetration_testing,1.0
course_379,penetration_testing,1.0
course_380,penetration_testing,1.0
course_381,burp_suite,1.0
course_382,burp_suite,1.0
course_383,burp_suite,1.0
course_384,burp_suite,1.0
course_385,burp_suite,1.0
course_386,siem_tools,1.0
course_387,siem_tools,1.0
course_388,siem_tools,1.0
course_389,siem_tools,1.0
course_390,siem_tools,1.0
course_391,database_administration,1.0
course_392,database_administration,1.0
course_393,database_administration,1.0
course_394,database_administration,1.0
course_395,database_administration,1.0
course_396,database_tuning,1.0
course_397,database_tuning,1.0
course_398,database_tuning,1.0
course_399,database_tuning,1.0
course_400,database_tuning,1.0
course_401,kotlin_basics,1.0
course_402,kotlin_basics,1.0
course_403,kotlin_basics,1.0
course_404,kotlin_basics,1.0
course_405,kotlin_basics,1.0
course_406,android_development,1.0
course_407,android_development,1.0
course_408,android_development,1.0
course_409,android_development,1.0
course_410,android_development,1.0
course_411,swift_basics,1.0
course_412,swift_basics,1.0
course_413,swift_basics,1.0
course_414,swift_basics,1.0
course_415,swift_basics,1.0
course_416,ios_development,1.0
course_417,ios_development,1.0
course_418,ios_development,1.0
course_419,ios_development,1.0
course_420,ios_development,1.0
course_421,mobile_ui_patterns,1.0
course_422,mobile_ui_patterns,1.0
course_423,mobile_ui_patterns,1.0
course_424,mobile_ui_patterns,1.0
course_425,mobile_ui_patterns,1.0
course_426,test_automation,1.0
course_427,test_automation,1.0
course_428,test_automation,1.0
course_429,test_automation,1.0
course_430,test_automation,1.0
course_431,product_roadmapping,1.0
course_432,product_roadmapping,1.0
course_433,product_roadmapping,1.0
course_434,product_roadmapping,1.0
course_435,product_roadmapping,1.0
course_436,scrum_facilitation,1.0
course_437,scrum_facilitation,1.0
course_438,scrum_facilitation,1.0
course_439,scrum_facilitation,1.0
course_440,scrum_facilitation,1.0
course_441,ui_design_principles,1.0
course_442,ui_design_principles,1.0
course_443,ui_design_principles,1.0
course_444,ui_design_principles,1.0
course_445,ui_design_principles,1.0
course_446,prototyping,1.0
course_447,prototyping,1.0
course_448,prototyping,1.0
course_449,prototyping,1.0
course_450,prototyping,1.0
course_451,design_systems,1.0
course_452,design_systems,1.0
course_453,design_systems,1.0
course_454,design_systems,1.0
course_455,design_systems,1.0
course_456,sketch_basics,1.0
course_457,sketch_basics,1.0
course_458,sketch_basics,1.0
course_459,sketch_basics,1.0
course_460,sketch_basics,1.0
course_461,game_engine_basics,1.0
course_462,game_engine_basics,1.0
course_463,game_engine_basics,1.0
course_464,game_engine_basics,1.0
course_465,game_engine_basics,1.0
course_466,gameplay_programming,1.0
course_467,gameplay_programming,1.0
course_468,gameplay_programming,1.0
course_469,gameplay_programming,1.0
course_470,gameplay_programming,1.0
course_471,graphics_programming,1.0
course_472,graphics_programming,1.0
course_473,graphics_programming,1.0
course_474,graphics_programming,1.0
course_475,graphics_programming,1.0
course_476,embedded_c_basics,1.0
course_477,embedded_c_basics,1.0
course_478,embedded_c_basics,1.0
course_479,embedded_c_basics,1.0
course_480,embedded_c_basics,1.0
course_481,rtos_basics,1.0
course_482,rtos_basics,1.0
course_483,rtos_basics,1.0
course_484,rtos_basics,1.0
course_485,rtos_basics,1.0
course_486,hardware_interfacing,1.0
course_487,hardware_interfacing,1.0
course_488,hardware_interfacing,1.0
course_489,hardware_interfacing,1.0
course_490,hardware_interfacing,1.0
course_491,robotics_fundamentals,1.0
course_492,robotics_fundamentals,1.0
course_493,robotics_fundamentals,1.0
course_494,robotics_fundamentals,1.0
course_495,robotics_fundamentals,1.0
course_496,ros_basics,1.0
course_497,ros_basics,1.0
course_498,ros_basics,1.0
course_499,ros_basics,1.0
course_500,ros_basics,1.0
course_501,ar_vr_basics,1.0
course_502,ar_vr_basics,1.0
course_503,ar_vr_basics,1.0
course_504,ar_vr_basics,1.0
course_505,ar_vr_basics,1.0
course_506,solidity_basics,1.0
course_507,solidity_basics,1.0
course_508,solidity_basics,1.0
course_509,solidity_basics,1.0
course_510,solidity_basics,1.0
course_511,smart_contracts,1.0
course_512,smart_contracts,1.0
course_513,smart_contracts,1.0
course_514,smart_contracts,1.0
course_515,smart_contracts,1.0
course_516,blockchain_architecture,1.0
course_517,blockchain_architecture,1.0
course_518,blockchain_architecture,1.0
course_519,blockchain_architecture,1.0
course_520,blockchain_architecture,1.0
course_521,api_documentation,1.0
course_522,api_documentation,1.0
course_523,api_documentation,1.0
course_524,api_documentation,1.0
course_525,api_documentation,1.0
course_526,seo_fundamentals,1.0
course_527,seo_fundamentals,1.0
course_528,seo_fundamentals,1.0
course_529,seo_fundamentals,1.0
course_530,seo_fundamentals,1.0
course_531,google_analytics,1.0
course_532,google_analytics,1.0
course_533,google_analytics,1.0
course_534,google_analytics,1.0
course_535,google_analytics,1.0
course_536,google_ads,1.0
course_537,google_ads,1.0
course_538,google_ads,1.0
course_539,google_ads,1.0
course_540,google_ads,1.0
course_541,ab_testing,1.0
course_542,ab_testing,1.0
course_543,ab_testing,1.0
course_544,ab_testing,1.0
course_545,ab_testing,1.0
course_546,salesforce_apex,1.0
course_547,salesforce_apex,1.0
course_548,salesforce_apex,1.0
course_549,salesforce_apex,1.0
course_550,salesforce_apex,1.0
course_551,sap_basics,1.0
course_552,sap_basics,1.0
course_553,sap_basics,1.0
course_554,sap_basics,1.0
course_555,sap_basics,1.0
